ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100,,,,,,
3,20120607 19:00,0.707335607,1.404931066,3.048316697,2.653396955,6.304274574,,,,,,
3,20120607 20:00,0.773668434,1.523874698,3.316959602,2.702071163,6.352362886,,,,,,
3,20120607 21:00,0.673291686,1.517944957,3.467387472,2.58646992,6.376407042,,,,,,
3,20120607 22:00,0.580474699,1.485505785,3.562202615,2.364596657,6.167909862,,,,,,
3,20120607 23:00,0.427154391,1.668630145,4.387580589,2.302942661,6.382246337,,,,,,
3,20120608 0:00,0.35624924,1.391327542,5.09869416,2.016981691,7.312068191,,,,,,
3,20120608 1:00,0.349875995,0.797033124,5.146943113,1.102755872,7.298797963,,,,,,
3,20120608 2:00,0.428016817,0.853886061,4.864771718,1.134757166,6.780905717,,,,,,
3,20120608 3:00,0.530192249,0.802288438,4.666639534,1.067897319,6.449206422,,,,,,
3,20120608 4:00,0.491517493,0.763112464,4.568686545,0.98332247,6.322319374,,,,,,
3,20120608 5:00,0.346098134,0.906916952,4.322690969,1.238761372,6.209224396,,,,,,
3,20120608 6:00,0.254004494,1.091808438,3.73886889,1.607919159,6.09061259,,,,,,
3,20120608 7:00,0.15771348,1.083208834,2.688657008,1.901645324,5.221022546,,,,,,
3,20120608 8:00,0.248331632,1.097063751,2.340812585,2.194800038,5.13758052,,,,,,
3,20120608 9:00,0.208963689,1.012023223,2.30686297,2.098224703,5.260329947,,,,,,
3,20120608 10:00,0.25765767,1.017756292,2.390345631,2.033650663,5.322394264,,,,,,
3,20120608 11:00,0.345557545,0.984313388,2.260112679,2.083366959,5.401009066,,,,,,
3,20120608 12:00,0.42046875,0.980491342,2.103721827,2.20908633,5.398940256,,,,,,
3,20120608 13:00,0.469365733,0.951825995,1.977941283,2.27366037,5.334117524,,,,,,
3,20120608 14:00,0.459904216,0.926504939,2.007995042,2.252516658,5.387906599,,,,,,
3,20120608 15:00,0.519162059,0.805632728,2.038605351,1.955361783,5.432041225,,,,,,
3,20120608 16:00,0.458232469,0.682849494,2.006325388,1.651920939,5.421697172,,,,,,
3,20120608 17:00,0.403651379,0.654184147,2.047510168,1.44848414,5.362391269,,,,,,
3,20120608 18:00,0.365984892,0.645584543,1.998533673,1.403339457,5.305154176,,,,,,
3,20120608 19:00,0.294140341,0.633640649,1.916164114,1.422197362,5.191369595,,,,,,
3,20120608 20:00,0.302652557,0.655139659,1.984063345,1.44848414,5.192059198,,,,,,
3,20120608 21:00,0.333996208,0.670905599,2.005768837,1.447912688,5.079653824,,,,,,
3,20120608 22:00,0.511065753,0.712470352,2.026361227,1.5199156,4.962421225,,,,,,
3,20120608 23:00,0.498099143,0.966636424,2.561763363,1.5199156,4.621757084,,,,,,
3,20120609 0:00,0.480002077,1.184015302,3.659282086,1.489057209,4.814156467,,,,,,
3,20120609 1:00,0.479199964,0.282419257,4.163976584,0.35831482,5.545151284,,,,,,
3,20120609 2:00,0.482236921,0.173934089,3.896952021,0.197360238,5.169286385,,,,,,
3,20120609 3:00,0.281576142,0.206675108,3.656751843,0.299078747,4.973683223,,,,,,
3,20120609 4:00,0.170460428,0.223289954,3.420209536,0.280530078,4.758903281,,,,,,
3,20120609 5:00,0.147042037,0.680198207,3.504340562,0.877677559,4.997462431,,,,,,
3,20120609 6:00,0.137679992,0.814582987,3.255605353,1.102654967,4.92765895,,,,,,
3,20120609 7:00,0.08839996,0.557541553,3.111119459,0.807072947,5.028912351,,,,,,
3,20120609 8:00,0.077584477,0.226710657,2.658153133,0.345151248,4.805694625,,,,,,
3,20120609 9:00,0.092643689,0.139727054,2.474040306,0.217105596,4.496564923,,,,,,
3,20120609 10:00,0.108530674,0.307830198,2.349063056,0.572522033,4.635404814,,,,,,
3,20120609 11:00,0.076298034,0.409473959,2.523421561,0.774762362,5.045020847,,,,,,
3,20120609 12:00,0.032378929,0.358163406,2.273467061,0.746640186,5.242925222,,,,,,
3,20120609 13:00,0.01568308,0.25261027,2.035095818,0.538416415,4.856321326,,,,,,
3,20120609 14:00,0.01219465,0.161717291,1.674795551,0.362503229,4.479689356,,,,,,
3,20120609 15:00,0.024435662,0.185662215,1.618098555,0.345151248,4.197407146,,,,,,
3,20120609 16:00,0.013512151,0.231597377,1.683940228,0.378060178,4.039390475,,,,,,
3,20120609 17:00,0.004170361,0.177843464,1.496779176,0.317627416,4.005639341,,,,,,
3,20120609 18:00,0.034877095,0.058118842,1.497998466,0.067519554,3.878305518,,,,,,
3,20120609 19:00,0.132551776,0.011695009,1.468125855,-0.079673112,3.789325256,,,,,,
3,20120609 20:00,0.141908871,0.069358296,1.449836501,0.046577508,3.688838926,,,,,,
3,20120609 21:00,0.078482917,0.179798152,1.306569898,0.281726766,3.317576455,,,,,,
3,20120609 22:00,0.065157115,0.271668475,1.135259618,0.442681348,2.833554514,,,,,,
3,20120609 23:00,0.094324887,0.405075911,1.59249346,0.32241417,2.282797376,,,,,,
3,20120610 0:00,0.077006072,0.240882143,1.91621502,0.184795011,2.301207086,,,,,,
3,20120610 1:00,0.101951721,-1.309883435,3.650179183,-1.648423132,4.801164117,,,,,,
3,20120610 2:00,0.131746513,-2.3092806,3.79255254,-3.175845562,5.211958331,,,,,,
3,20120610 3:00,0.138674756,-2.316813744,3.252313911,-3.338960658,4.664505483,,,,,,
3,20120610 4:00,0.135281754,-1.788238108,3.126843327,-2.642158305,4.420647563,,,,,,
3,20120610 5:00,0.137725454,-2.07512536,3.29522095,-2.876537279,4.619498149,,,,,,
3,20120610 6:00,0.228534457,-1.614348024,2.80179,-2.613652755,4.394461478,,,,,,
3,20120610 7:00,0.258934206,-1.269706665,2.32006097,-2.575645354,4.364183816,,,,,,
3,20120610 8:00,0.240494141,-1.145409781,2.002808923,-2.852782653,4.393643163,,,,,,
3,20120610 9:00,0.377618683,-1.361359923,2.068469695,-3.158425503,4.216887086,,,,,,
3,20120610 10:00,0.408481607,-1.550944058,1.988506577,-3.369841672,3.807729502,,,,,,
3,20120610 11:00,0.249551455,-1.484401282,1.611444717,-3.702406431,3.515590987,,,,,,
3,20120610 12:00,0.193968844,-1.750572386,1.636798877,-3.848101468,3.163715464,,,,,,
3,20120610 13:00,0.236660474,-1.848503264,1.570487998,-3.99775561,3.00005243,,,,,,
3,20120610 14:00,0.240604874,-1.77944944,1.487274347,-4.187000794,3.063062698,,,,,,
3,20120610 15:00,0.24742104,-1.670846607,1.367004616,-4.373078695,3.058152807,,,,,,
3,20120610 16:00,0.254480273,-1.665824511,1.242834245,-4.63675504,2.920675859,,,,,,
3,20120610 17:00,0.238370475,-1.766894199,1.157670273,-4.77532369,2.580256749,,,,,,
3,20120610 18:00,0.243150755,-1.879891366,1.073156408,-4.700100709,2.021347489,,,,,,
3,20120610 19:00,0.210742563,-1.875497032,0.969139344,-4.361993203,1.327416225,,,,,,
3,20120610 20:00,0.136068112,-1.528972387,0.773457241,-3.856811498,0.705496697,,,,,,
3,20120610 21:00,0.055746007,-1.287284002,0.722748922,-3.369841672,0.313523731,,,,,,
3,20120610 22:00,0.000559049,-1.189353124,0.658388363,-2.977890348,0.051662878,,,,,,
3,20120610 23:00,0,-1.427902699,0.566073218,-2.727674958,-0.255205311,,,,,,
3,20120611 0:00,0,-1.257779186,0.190311573,-2.305634442,-0.39759215,,,,,,
3,20120611 1:00,0.010648938,-1.420447823,-0.862510618,-1.902512617,-1.188222473,,,,,,
3,20120611 2:00,0.011824651,-1.598715703,-1.616211143,-2.082915333,-2.089269167,,,,,,
3,20120611 3:00,0.003492031,-1.608133629,-2.269461469,-2.10856893,-2.924326003,,,,,,
3,20120611 4:00,0.04866742,-1.598042994,-2.425645327,-2.102776182,-3.177694468,,,,,,
3,20120611 5:00,0.06371538,-1.769583784,-2.341396773,-2.345244052,-3.125554334,,,,,,
3,20120611 6:00,0.045839316,-1.932379358,-2.105500822,-2.83431747,-3.166288814,,,,,,
3,20120611 7:00,0.040555358,-1.426502204,-1.236444585,-3.326701029,-3.229019912,,,,,,
3,20120611 8:00,0.05770988,-1.943142701,-1.281161125,-4.156719028,-3.495423411,,,,,,
3,20120611 9:00,0.069180286,-1.993595875,-1.404941692,-4.689651821,-4.059188612,,,,,,
3,20120611 10:00,0.069157781,-1.878562639,-1.65055863,-4.654067799,-4.717457806,,,,,,
3,20120611 11:00,0.159391981,-1.761511277,-1.876085529,-4.414082535,-5.229897562,,,,,,
3,20120611 12:00,0.281715231,-1.657241385,-1.966814741,-4.029278578,-5.478377889,,,,,,
3,20120611 13:00,0.359581028,-1.654550549,-2.056247821,-3.785983172,-5.676347461,,,,,,
3,20120611 14:00,0.306956155,-1.657241385,-2.163826744,-3.542687766,-5.877575792,,,,,,
3,20120611 15:00,0.248246112,-1.610824465,-2.251315627,-3.208363467,-6.011184885,,,,,,
3,20120611 16:00,0.203649121,-1.540862731,-2.30640122,-2.851695713,-6.077174743,,,,,,
3,20120611 17:00,0.157418654,-1.638405533,-2.222800732,-3.090025906,-6.059251572,,,,,,
3,20120611 18:00,0.159343816,-1.678095363,-2.14892123,-3.357319838,-5.917495582,,,,,,
3,20120611 19:00,0.180364419,-1.664641183,-2.095131769,-3.301047431,-5.791218694,,,,,,
3,20120611 20:00,0.221344692,-1.69356767,-2.091243374,-3.417729922,-5.806697797,,,,,,
3,20120611 21:00,0.232653502,-1.62696948,-2.218264271,-3.363112586,-6.046216538,,,,,,
3,20120611 22:00,0.198696005,-1.487718721,-2.320658667,-2.99237673,-6.286549969,,,,,,
3,20120611 23:00,0.148484672,-2.026558615,-3.197491694,-2.944379677,-6.221374801,,,,,,
3,20120612 0:00,0.204091145,-2.793446853,-3.497546159,-4.02348583,-6.100800741,,,,,,
3,20120612 1:00,0.162166965,-3.017867085,-3.09987043,-4.341374356,-4.790748165,,,,,,
3,20120612 2:00,0.235396982,-2.900813001,-3.575398881,-4.04064143,-5.135877506,,,,,,
3,20120612 3:00,0.261669138,-2.546679835,-4.112326263,-3.456651585,-5.770169267,,,,,,
3,20120612 4:00,0.375718283,-2.373772534,-4.501394996,-3.233832517,-6.32906115,,,,,,
3,20120612 5:00,0.541185523,-2.437350133,-4.327849039,-3.350339219,-6.200803625,,,,,,
3,20120612 6:00,0.383993739,-2.323266965,-3.687545907,-3.450098083,-5.716534302,,,,,,
3,20120612 7:00,0.211388935,-1.60489952,-2.671330956,-3.246939521,-5.888321654,,,,,,
3,20120612 8:00,0.421614313,-1.790284667,-2.480868967,-3.67073265,-5.903868021,,,,,,
3,20120612 9:00,0.559750726,-1.963786151,-2.780971903,-3.89792072,-6.238114905,,,,,,
3,20120612 10:00,0.700699047,-1.888324889,-2.757790674,-3.851318039,-6.531163917,,,,,,
3,20120612 11:00,0.815481422,-1.836630954,-2.841117794,-3.746462007,-6.768246009,,,,,,
3,20120612 12:00,0.858168544,-1.632826128,-3.126184257,-3.153005992,-7.068290886,,,,,,
3,20120612 13:00,0.882155895,-1.395747046,-3.106762146,-2.596686489,-7.157682495,,,,,,
3,20120612 14:00,0.805337532,-1.313749769,-3.089219595,-2.307604234,-7.183334,,,,,,
3,20120612 15:00,0.707472894,-1.292359175,-3.139341171,-2.159058188,-7.249406058,,,,,,
3,20120612 16:00,0.761932916,-1.272751131,-3.105509107,-2.066580993,-7.146800038,,,,,,
3,20120612 17:00,0.900437073,-1.281663878,-3.11991906,-2.027259981,-7.172451543,,,,,,
3,20120612 18:00,0.863833767,-1.549640485,-3.135582053,-2.465616449,-7.156905177,,,,,,
3,20120612 19:00,0.860787347,-1.926352612,-3.206378778,-3.233832517,-6.984340506,,,,,,
3,20120612 20:00,0.887572198,-1.532409174,-3.029700223,-2.732853697,-6.750367687,,,,,,
3,20120612 21:00,0.900883134,-1.440310783,-2.983337766,-2.33891541,-6.769800646,,,,,,
3,20120612 22:00,0.843089094,-1.565089248,-2.97519301,-2.470713617,-6.737153276,,,,,,
3,20120612 23:00,0.859445551,-2.065985655,-3.549711573,-2.799116884,-6.60423184,,,,,,
3,20120613 0:00,0.874981874,-2.183039739,-4.381103214,-3.017566951,-6.329838468,,,,,,
3,20120613 1:00,0.892103089,-1.879499137,-4.908746916,-2.609743062,-7.097454534,,,,,,
3,20120613 2:00,0.818900984,-1.603155816,-5.362746565,-2.261211341,-7.544235298,,,,,,
3,20120613 3:00,0.710071884,-1.218850409,-5.391883065,-1.725856817,-7.751763641,,,,,,
3,20120613 4:00,0.505855169,-1.969632622,-4.912455197,-2.707135933,-7.537626115,,,,,,
3,20120613 5:00,0.399995947,-2.50993829,-4.613673631,-3.769269508,-7.490039998,,,,,,
3,20120613 6:00,0.381652661,-2.372757108,-4.344028565,-3.772944711,-7.363143687,,,,,,
3,20120613 7:00,0.585137491,-2.40395716,-3.923933207,-4.204781026,-7.384293072,,,,,,
3,20120613 8:00,0.690432252,-2.664452835,-4.064847918,-4.734010212,-7.787453229,,,,,,
3,20120613 9:00,0.689424886,-2.73626248,-4.1268292,-5.096017676,-8.324779799,,,,,,
3,20120613 10:00,0.837448178,-2.815500708,-4.264035628,-5.149920649,-8.614922928,,,,,,
3,20120613 11:00,0.913301941,-2.948719979,-4.187750973,-5.323880242,-8.497940391,,,,,,
3,20120613 12:00,0.955617724,-3.299844378,-4.108287791,-5.889248921,-8.236216748,,,,,,
3,20120613 13:00,0.959970843,-3.490511365,-4.304826729,-6.07852186,-8.28975113,,,,,,
3,20120613 14:00,0.957609945,-3.625711592,-4.556989895,-6.17101446,-8.544204671,,,,,,
3,20120613 15:00,0.944294064,-3.445444623,-4.615262895,-5.888636388,-8.671761901,,,,,,
3,20120613 16:00,0.96155842,-3.316682502,-4.603608295,-5.641785274,-8.782796174,,,,,,
3,20120613 17:00,0.958914857,-3.385520712,-4.723862578,-5.729990139,-8.967853295,,,,,,
3,20120613 18:00,0.958623183,-3.329063475,-4.914574216,-5.507640376,-9.20578388,,,,,,
3,20120613 19:00,0.941184186,-3.113139303,-5.027941689,-5.16952173,-9.250065405,,,,,,
3,20120613 20:00,0.84916076,-2.515881158,-5.424727847,-4.012445419,-9.893138902,,,,,,
3,20120613 21:00,0.857104475,-2.485671583,-5.638748685,-3.942004034,-9.957908894,,,,,,
3,20120613 22:00,0.947877015,-2.290052207,-5.543392866,-3.387660963,-9.809863197,,,,,,
3,20120613 23:00,0.959575182,-3.140377444,-5.2446113,-4.634779739,-8.852853513,,,,,,
3,20120614 0:00,0.930861593,-3.282511016,-5.728806959,-4.886531123,-9.436444363,,,,,,
3,20120614 1:00,0.890169391,-2.771588012,-6.237890421,-4.106774955,-9.891986439,,,,,,
3,20120614 2:00,0.837604376,-2.192706913,-6.509306174,-3.126984949,-10.3562045,,,,,,
3,20120614 3:00,0.811651804,-1.284811516,-7.199765846,-1.972534274,-11.12664359,,,,,,
3,20120614 4:00,0.749438482,-0.509442158,-6.93522718,-0.80681517,-10.57066781,,,,,,
3,20120614 5:00,0.732267319,0.664885795,-6.61613028,1.176991968,-10.23349891,,,,,,
3,20120614 6:00,0.579393514,1.38365549,-5.003682296,2.486383558,-8.165421031,,,,,,
3,20120614 7:00,0.426566977,1.293003999,-3.557659851,2.954023412,-6.717386457,,,,,,
3,20120614 8:00,0.404391372,1.058322472,-3.034542663,2.918527857,-6.124490412,,,,,,
3,20120614 9:00,0.451451415,1.131487889,-2.769545525,3.170940693,-5.797637463,,,,,,
3,20120614 10:00,0.498222935,1.06430455,-2.509133113,3.307288699,-5.434407193,,,,,,
3,20120614 11:00,0.462672902,1.101117339,-2.271185855,3.555194163,-5.043486724,,,,,,
3,20120614 12:00,0.373076076,1.249288812,-2.163903277,3.733798782,-4.761698218,,,,,,
3,20120614 13:00,0.227744497,1.406663483,-2.023610675,3.952406328,-4.485339164,,,,,,
3,20120614 14:00,0.249408321,1.57600231,-2.011231916,4.188479941,-4.333857482,,,,,,
3,20120614 15:00,0.19564104,1.569560072,-2.107511153,4.111291194,-4.401725619,,,,,,
3,20120614 16:00,0.182178849,1.428290996,-2.199664137,3.832960968,-4.583612226,,,,,,
3,20120614 17:00,0.206794563,1.446237231,-2.340873684,3.708444814,-4.680256454,,,,,,
3,20120614 18:00,0.2401381,1.375372613,-2.412395403,3.555757585,-4.826308685,,,,,,
3,20120614 19:00,0.213478846,1.281500002,-2.372049818,3.518008344,-5.017425359,,,,,,
3,20120614 20:00,0.191393708,1.345002062,-2.526096597,3.419409579,-5.071176924,,,,,,
3,20120614 21:00,0.134979274,1.3514443,-2.636588484,3.427297481,-5.318216943,,,,,,
3,20120614 22:00,0.224879479,1.437954353,-2.823186814,3.485893318,-5.580459424,,,,,,
3,20120614 23:00,0.217275604,1.83323167,-3.480636461,3.590689718,-5.759088361,,,,,,
3,20120615 0:00,0.160621256,3.607608076,-4.662120241,4.764296724,-6.188014988,,,,,,
3,20120615 1:00,0.149087383,3.714592845,-4.845938442,5.113295478,-6.752460653,,,,,,
3,20120615 2:00,0.165825093,3.877411302,-4.36447592,5.506101954,-6.197819617,,,,,,
3,20120615 3:00,0.291672783,3.883656393,-3.831238031,5.868152977,-5.63965705,,,,,,
3,20120615 4:00,0.320366578,3.853323092,-3.72333236,5.824447861,-5.499969678,,,,,,
3,20120615 5:00,0.442018251,3.450960768,-3.672040875,5.012396012,-5.282808637,,,,,,
3,20120615 6:00,0.392558165,2.416505971,-3.403486403,3.932178205,-5.268135594,,,,,,
3,20120615 7:00,0.318810966,1.143399463,-2.375237298,3.123903341,-5.407236044,,,,,,
3,20120615 8:00,0.408822806,0.856125254,-2.388785992,2.787212076,-5.821015865,,,,,,
3,20120615 9:00,0.412659176,0.807056678,-2.536853863,2.720845048,-6.139714365,,,,,,
3,20120615 10:00,0.387317866,0.674125445,-2.59104864,2.387930769,-6.32107318,,,,,,
3,20120615 11:00,0.27614049,0.657620561,-2.802505044,2.256275851,-6.663835472,,,,,,
3,20120615 12:00,0.420576783,0.90965461,-3.066704579,2.666348545,-6.864562704,,,,,,
3,20120615 13:00,0.584229594,0.794566495,-2.919120589,2.501779898,-6.622750951,,,,,,
3,20120615 14:00,0.484099964,0.69063033,-2.6563727,2.391168185,-6.329290085,,,,,,
3,20120615 15:00,0.436606456,0.733453814,-2.640888479,2.553578555,-6.410285284,,,,,,
3,20120615 16:00,0.349248975,0.773154753,-2.660243756,2.659873713,-6.455478257,,,,,,
3,20120615 17:00,0.352259824,0.740144984,-2.641372361,2.565988649,-6.387395336,,,,,,
3,20120615 18:00,0.300972711,0.705796981,-2.552821967,2.527679226,-6.278227894,,,,,,
3,20120615 19:00,0.296949992,0.667880354,-2.513627531,2.494225928,-6.208384208,,,,,,
3,20120615 20:00,0.286089945,0.670110744,-2.459432754,2.497463344,-6.094521392,,,,,,
3,20120615 21:00,0.271125706,0.819992939,-2.365075777,2.81688839,-5.873838821,,,,,,
3,20120615 22:00,0.355849089,0.933296742,-2.4207222,3.135773867,-5.873838821,,,,,,
3,20120615 23:00,0.38195694,1.30398753,-3.331387995,2.992787993,-5.801060526,,,,,,
3,20120616 0:00,0.334252777,1.809393863,-3.628975384,2.977680052,-5.373194584,,,,,,
3,20120616 1:00,0.238747228,2.80845397,-3.656621707,4.076064465,-5.021737776,,,,,,
3,20120616 2:00,0.268238186,3.990340418,-3.951605452,5.512307901,-5.505847381,,,,,,
3,20120616 3:00,0.356841148,4.196361179,-3.638496746,5.83023166,-5.041168781,,,,,,
3,20120616 4:00,0.453495855,4.783730574,-3.180841473,6.694110757,-4.471562756,,,,,,
3,20120616 5:00,0.409599707,4.494460607,-3.055326116,6.576285977,-4.390507707,,,,,,
3,20120616 6:00,0.318745249,3.706536308,-2.794779797,6.178627345,-4.428814545,,,,,,
3,20120616 7:00,0.432454554,3.318040016,-2.445874292,6.362982496,-4.343318124,,,,,,
3,20120616 8:00,0.376352054,3.538356095,-2.065703229,6.685477044,-3.608826144,,,,,,
3,20120616 9:00,0.442994561,3.616559894,-1.840953709,7.297454888,-3.243523255,,,,,,
3,20120616 10:00,0.402036797,3.751524515,-1.811500647,7.535135909,-3.286271465,,,,,,
3,20120616 11:00,0.548542291,4.315769131,-1.622547926,8.135940713,-2.827699753,,,,,,
3,20120616 12:00,0.540910953,4.371689052,-1.598532352,7.992722661,-2.586755294,,,,,,
3,20120616 13:00,0.473651334,4.50413097,-1.556844941,7.88505519,-2.382452158,,,,,,
3,20120616 14:00,0.292867402,4.39397293,-1.403689018,7.792115817,-2.116524979,,,,,,
3,20120616 15:00,0.188302284,4.536926111,-1.211111304,7.953109158,-1.75510829,,,,,,
3,20120616 16:00,0.321789858,4.549960078,-0.968689947,7.989675469,-1.317077926,,,,,,
3,20120616 17:00,0.294184903,4.573505308,-0.753909155,7.951585562,-0.982309472,,,,,,
3,20120616 18:00,0.447326068,5.146158933,-0.330691309,8.570673521,-0.100141856,,,,,,
3,20120616 19:00,0.439266671,4.745469576,0.246135584,8.07956765,0.697639682,,,,,,
3,20120616 20:00,0.481845766,4.562994044,0.379807174,7.70730229,0.933032426,,,,,,
3,20120616 21:00,0.413179965,4.400279688,0.331322902,7.390902127,0.890839387,,,,,,
3,20120616 22:00,0.480327057,4.325859944,0.315463561,7.303549273,0.883066985,,,,,,
3,20120616 23:00,0.409164003,5.133965868,0.946665338,7.983581084,1.549828034,,,,,,
3,20120617 0:00,0.505121468,6.030786855,1.453258007,9.080570413,2.234909745,,,,,,
3,20120617 1:00,0.569884276,6.151338578,2.212718445,8.7399857,3.090365667,,,,,,
3,20120617 2:00,0.692948873,6.384363755,2.688660142,9.181044499,3.887181909,,,,,,
3,20120617 3:00,0.660629356,5.976366711,2.029060943,8.745305488,3.071410567,,,,,,
3,20120617 4:00,0.66610102,5.54766534,1.597913759,8.104996442,2.45010451,,,,,,
3,20120617 5:00,0.686555818,5.016660233,1.780451398,7.504827616,2.770235089,,,,,,
3,20120617 6:00,0.706319685,4.55345165,2.039139709,7.168230112,3.33959013,,,,,,
3,20120617 7:00,0.415233861,3.158142358,1.428254542,6.357687845,3.100896278,,,,,,
3,20120617 8:00,0.286399174,2.59668971,1.127571376,5.878906912,2.814463655,,,,,,
3,20120617 9:00,0.288323891,2.560152661,0.953432708,5.554883453,2.405875943,,,,,,
3,20120617 10:00,0.382333246,2.83661633,0.997667289,5.574711754,2.25142698,,,,,,
3,20120617 11:00,0.424208349,3.112674031,1.170126163,5.561170475,2.401663699,,,,,,
3,20120617 12:00,0.259129111,2.750551282,1.12141213,5.374010656,2.514692258,,,,,,
3,20120617 13:00,0.220834253,2.277599485,0.84312622,4.990018675,2.191753517,,,,,,
3,20120617 14:00,0.226060144,2.147689979,0.361025278,4.937304411,1.266463819,,,,,,
3,20120617 15:00,0.240454081,2.296273977,-0.080200672,5.343542778,0.237974133,,,,,,
3,20120617 16:00,0.219612182,2.648247545,0.011628079,5.536506003,0.333451673,,,,,,
3,20120617 17:00,0.180607034,2.655960922,0.261917419,5.148161468,0.811541419,,,,,,
3,20120617 18:00,0.198884605,2.199247814,0.242319819,5.190236156,1.00179446,,,,,,
3,20120617 19:00,0.160869723,2.31616637,0.283754744,5.380297678,1.088145471,,,,,,
3,20120617 20:00,0.132337068,2.08638893,0.095057859,5.287926811,0.834708763,,,,,,
3,20120617 21:00,0.072840662,2.058377193,-0.268337625,5.093029118,0.343982285,,,,,,
3,20120617 22:00,0.051871824,1.936181064,-0.641251943,5.34160831,-0.612197206,,,,,,
3,20120617 23:00,0.088247367,2.673823479,-1.371962431,5.211031692,-1.752311371,,,,,,
3,20120618 0:00,0.1339593,3.761409628,-1.778472634,4.860409291,-2.407315383,,,,,,
3,20120618 1:00,0.122836386,3.760919184,-1.536045371,4.926101042,-1.833747118,,,,,,
3,20120618 2:00,0.05410622,3.370646053,-2.025844982,4.463475225,-2.563956665,,,,,,
3,20120618 3:00,0.007147455,3.101239574,-2.440549458,4.364690431,-3.235889874,,,,,,
3,20120618 4:00,0.134617379,3.362913842,-2.360971032,4.95006369,-3.257655735,,,,,,
3,20120618 5:00,0.184762542,3.473199576,-2.333510871,4.903605495,-3.098975584,,,,,,
3,20120618 6:00,0.193558784,2.756545786,-2.135125216,4.670336452,-3.132677563,,,,,,
3,20120618 7:00,0.192851644,3.400354018,-1.372405226,6.161889033,-2.020512252,,,,,,
3,20120618 8:00,0.139044306,3.701096296,-1.045124937,6.711073803,-1.516386815,,,,,,
3,20120618 9:00,0.123089804,3.8655075,-1.063618515,7.115993651,-1.530429306,,,,,,
3,20120618 10:00,0.232112005,4.258222383,-1.059695635,7.625077663,-1.546578171,,,,,,
3,20120618 11:00,0.171382274,4.586637834,-0.683659549,8.157635289,-0.887985329,,,,,,
3,20120618 12:00,0.201068139,4.701807068,-0.554204503,8.208005753,-0.636624735,,,,,,
3,20120618 13:00,0.311170176,4.892263612,0.720731556,8.189422475,1.404451375,,,,,,
3,20120618 14:00,0.700705339,4.090555511,3.840542122,6.28805971,6.322833951,,,,,,
3,20120618 15:00,0.821138094,3.143970209,4.15549336,4.884533183,6.763768177,,,,,,
3,20120618 16:00,0.856914087,2.858285393,3.887056273,4.637082165,6.698470593,,,,,,
3,20120618 17:00,0.766107776,2.599052874,3.976722106,4.004272644,6.51802458,,,,,,
3,20120618 18:00,0.632167376,2.194536198,3.900506148,3.359237282,6.416918642,,,,,,
3,20120618 19:00,0.588128088,1.669966785,3.555292692,2.628621034,6.155728304,,,,,,
3,20120618 20:00,0.496242848,1.16411746,2.66816136,2.103398912,5.542071435,,,,,,
3,20120618 21:00,0.421046709,1.035925555,2.075806452,1.817314237,4.453076235,,,,,,
3,20120618 22:00,0.346532502,0.874363059,1.4274104,1.764987638,3.873121344,,,,,,
3,20120618 23:00,0.347992693,1.144583455,1.749646986,1.603606539,3.420251,,,,,,
3,20120619 0:00,0.296967093,0.9415112,1.960361693,1.179125346,2.850827978,,,,,,
3,20120619 1:00,0.175068308,-0.040924067,2.197694076,-0.149713749,3.000925099,,,,,,
3,20120619 2:00,0.18848548,-0.349784648,1.979965532,-0.517489339,2.574668066,,,,,,
3,20120619 3:00,0.122727458,0.010217124,1.193442265,-0.036846338,1.506239489,,,,,,
3,20120619 4:00,0.005043144,0.169680997,0.741669602,0.169280163,0.9281458,,,,,,
3,20120619 5:00,0,0.170889056,0.305087302,0.177410442,0.384180534,,,,,,
3,20120619 6:00,0,0.016660109,-0.383542511,-0.01532501,-0.476691514,,,,,,
3,20120619 7:00,0,-0.130723167,-1.720857107,-0.261624657,-1.8494899,,,,,,
3,20120619 8:00,0,-0.511261953,-2.483188314,-0.470620668,-3.170747404,,,,,,
3,20120619 9:00,0.000946602,-0.785894177,-2.488814374,-0.791527587,-4.392405633,,,,,,
3,20120619 10:00,0.061816775,-0.454080463,-2.518069889,-0.481142206,-5.466406197,,,,,,
3,20120619 11:00,0.256780835,-0.126293615,-2.554076677,0.158758624,-6.009674965,,,,,,
3,20120619 12:00,0.424563953,0.135855327,-2.546762798,0.835963091,-6.612146099,,,,,,
3,20120619 13:00,0.607638547,0.221627561,-2.76336613,1.154478751,-7.120589945,,,,,,
3,20120619 14:00,0.632859216,0.268339201,-3.050295219,1.355344483,-7.511325559,,,,,,
3,20120619 15:00,0.446766117,0.025116527,-3.273649823,0.890962041,-7.808730385,,,,,,
3,20120619 16:00,0.481988446,-0.140387644,-3.493066185,0.54183827,-8.04902234,,,,,,
3,20120619 17:00,0.59976728,-0.017970934,-3.960029212,0.80009421,-8.380555588,,,,,,
3,20120619 18:00,0.773330404,0.091559807,-4.322347512,1.020568263,-8.603435082,,,,,,
3,20120619 19:00,0.727741798,-0.184280477,-4.385359391,0.600184982,-8.893874924,,,,,,
3,20120619 20:00,0.818942853,-0.392066735,-4.780308842,0.223800861,-9.518634007,,,,,,
3,20120619 21:00,0.845810062,-0.256764056,-5.656849078,0.313233937,-10.15105457,,,,,,
